Data generated at Sun Jun  2 11:05:05 2019


SEE, SIE, SEI, SII | 2.05021 2.2621 -5.15568 -5.72008 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 7.12308 4.90129 -5.27516 -5.95079 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 7.1097 3.6744 -5.35484 -5.47514 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.93602 4.89993 -5.98173 -5.29 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 6.0136 6.90863 -5.44336 -5.53704 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 7.95957 3.41613 -5.12982 -5.94003 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 7.59757 7.99719 -5.93949 -5.11745 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.0847 3.87462 -5.14332 -5.15187 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.04587 4.16748 -5.39451 -5.74486 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.31927 6.46621 -5.01313 -5.27788 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.40293 2.85617 -5.19587 -5.98697 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.81167 6.49398 -5.72672 -5.85484 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.0365 5.02977 -5.75528 -5.56833 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.26424 6.6937 -5.99323 -5.6504 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.7098 4.90142 -5.63277 -5.25821 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.27319 4.16286 -5.58356 -5.28471 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.25868 3.2639 -5.34599 -5.74275 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.41318 4.9258 -5.56538 -5.23866 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 7.31818 7.9211 -5.5727 -5.01257 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.9641 6.82393 -5.40633 -5.42323 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 6.54345 4.94458 -5.95255 -5.32893 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.57901 3.60322 -5.5254 -5.70388 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.5878 5.90774 -5.50392 -5.9958 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 7.366 6.01827 -5.37853 -5.92211 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.02527 3.91762 -5.85025 -5.709 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.44079 3.7843 -5.66903 -5.30887 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 6.09701 7.23206 -5.74033 -5.63502 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.55098 6.17819 -5.15494 -5.28458 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.68109 7.63116 -5.9669 -5.73221 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.17786 2.49735 -5.91419 -5.37804 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.67031 7.43682 -5.06715 -5.2137 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.83499 4.57191 -5.9456 -5.10373 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 6.23906 5.95756 -5.66468 -5.55241 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.19258 2.94615 -5.15911 -5.99728 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.50459 7.30538 -5.21735 -5.54329 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.65074 6.3519 -5.3153 -5.11133 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 6.94825 6.58493 -5.09335 -5.04899 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.06475 3.39928 -5.14 -5.47831 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 6.72523 5.06691 -5.58885 -5.45114 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.89175 5.83975 -5.77235 -5.7719 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 7.7738 4.35762 -5.21428 -5.87567 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.1146 3.48295 -5.08859 -5.24712 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.26316 4.22772 -5.15057 -5.2694 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.78455 6.07722 -5.04704 -5.93411 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 6.68138 2.3395 -5.7865 -5.62689 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 6.85199 2.37639 -5.49568 -5.71156 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.7261 3.11584 -5.2402 -5.19021 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 7.9759 6.08876 -5.40799 -5.52207 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.40958 3.53749 -5.64418 -5.44867 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.75113 3.3673 -5.07893 -5.88445 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.28697 7.73716 -5.27583 -5.20143 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.73587 6.02118 -5.35473 -5.19007 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.81999 2.508 -5.849 -5.62784 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.79009 4.99781 -5.54465 -5.15335 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 6.06117 6.97006 -5.27773 -5.54495 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 6.49519 5.55851 -5.41293 -5.72437 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.30981 3.66995 -5.19685 -5.77438 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.80471 2.21064 -5.81315 -5.36922 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.04977 6.90588 -5.10855 -5.68701 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.0049 7.42458 -5.72773 -5.43555 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 6.78893 3.35725 -5.42778 -5.4577 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 6.47867 3.1604 -5.06648 -5.55855 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.24469 7.03085 -5.54328 -5.15085 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.58365 7.94199 -5.86497 -5.32356 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.68482 6.87245 -5.30962 -5.23881 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.40776 4.60891 -5.0245 -5.3278 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.25114 4.46343 -5.209 -5.87394 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 6.42693 2.19047 -5.77876 -5.64333 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.37565 5.03089 -5.18685 -5.44166 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.11149 6.59796 -5.26697 -5.28311 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 7.03392 3.66177 -5.29955 -5.31715 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.54517 3.83684 -5.96606 -5.47232 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 7.80216 3.32912 -5.3231 -5.08908 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.39443 3.74741 -5.90716 -5.32179 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.37494 3.68026 -5.32012 -5.93868 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.96739 3.54415 -5.79888 -5.0215 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 6.87942 6.07634 -5.55751 -5.70021 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.69787 7.48077 -5.09762 -5.88719 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.92292 2.97804 -5.10668 -5.57198 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.87325 7.81948 -5.17036 -5.36798 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.02717 3.10705 -5.8548 -5.90763 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 6.35896 6.77631 -5.18309 -5.75979 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 6.93147 3.28261 -5.39298 -5.83983 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.09049 7.21 -5.33879 -5.32293 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.14941 2.26905 -5.89819 -5.07903 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.49036 2.66393 -5.1234 -5.81307 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 7.02004 2.25002 -5.52854 -5.72596 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 6.88727 6.6895 -5.27275 -5.22966 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 6.98378 6.94818 -5.69009 -5.92322 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.13551 3.63512 -5.78567 -5.33503 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.69792 5.37103 -5.0893 -5.33054 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.62081 6.25948 -5.10208 -5.43215 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.60091 2.42235 -5.99844 -5.95821 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 6.00547 7.63361 -5.11921 -5.52801 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 7.16671 2.28252 -5.824 -5.06421 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.75334 4.56317 -5.84794 -5.35977 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.8009 5.15835 -5.93573 -5.2995 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.27405 6.32277 -5.57671 -5.48377 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.52071 6.61253 -5.22619 -5.95404 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.73553 7.67154 -5.87543 -5.87679 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 6.85649 6.50867 -5.52433 -5.50688 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.29938 4.78591 -5.05144 -5.12352 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.29691 4.51826 -5.47271 -5.42408 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.23164 6.65671 -5.65868 -5.51052 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.54621 4.81609 -5.14526 -5.25679 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.01745 6.54088 -5.88555 -5.68461 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.7308 7.91736 -5.11792 -5.45528 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 7.00476 4.24856 -5.61759 -5.76614 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.42785 3.59856 -5.95158 -5.80101 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 6.18118 2.09174 -5.72842 -5.88862 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.94437 7.02733 -5.29996 -5.21037 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.72176 7.8507 -5.00095 -5.78532 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.10142 4.47354 -5.30875 -5.48199 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 7.95255 2.79254 -5.99802 -5.03009 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.38621 7.0494 -5.19286 -5.30702 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 7.62585 7.37117 -5.05241 -5.55906 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.37019 3.5132 -5.21514 -5.39262 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 7.63029 5.16037 -5.78779 -5.10162 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.8161 6.47619 -5.07279 -5.12709 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.61815 5.26082 -5.19317 -5.43984 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 7.21287 5.51437 -5.52442 -5.22155 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.09403 4.53824 -5.30234 -5.54076 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.9013 3.72415 -5.54933 -5.72779 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.16246 4.23364 -5.33466 -5.00349 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.27998 7.06757 -5.15227 -5.08674 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.27024 5.45009 -5.47428 -5.52523 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.16019 5.60228 -5.31317 -5.46274 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.54015 6.19234 -5.12844 -5.755 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 7.94511 4.30966 -5.68876 -5.39945 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.6906 3.92753 -5.11622 -5.62418 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.23916 6.94149 -5.64285 -5.49098 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.16938 4.54893 -5.47418 -5.533 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 6.37962 6.17192 -5.20622 -5.55149 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 6.629 7.93789 -5.95671 -5.42987 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.40585 2.49525 -5.29016 -5.27176 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.8142 6.67012 -5.41045 -5.42128 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 7.40094 7.4028 -5.88407 -5.05097 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.37039 3.80848 -5.65869 -5.46028 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 6.35106 2.59495 -5.18512 -5.2845 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.90607 6.39966 -5.69684 -5.33273 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.81656 2.23713 -5.87782 -5.26841 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.5129 7.49431 -5.40572 -5.70834 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.62877 7.47181 -5.33316 -5.35058 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 6.36145 2.08648 -5.01922 -5.72208 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 7.56901 3.2154 -5.08097 -5.04164 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.71903 6.80507 -5.85365 -5.38402 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 7.64896 4.95201 -5.48645 -5.72563 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.37386 2.30783 -5.40445 -5.0242 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.16294 3.35259 -5.35689 -5.66262 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 7.85687 3.86837 -5.02993 -5.53681 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.4108 3.45579 -5.42597 -5.28082 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 7.23369 2.82256 -5.05501 -5.99873 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.50113 6.21927 -5.2163 -5.36215 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.74479 4.87103 -5.61365 -5.67313 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.61249 5.09201 -5.25341 -5.84343 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 6.63876 5.76776 -5.29134 -5.81048 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.29124 3.38442 -5.27593 -5.31041 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.487 3.84834 -5.19617 -5.6116 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.55259 5.59957 -5.64623 -5.4275 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.33752 2.48772 -5.35416 -5.54944 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.24418 6.29612 -5.16476 -5.37062 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 7.45993 3.74703 -5.58143 -5.1055 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 7.27318 4.36072 -5.83715 -5.70444 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.921 5.77418 -5.26089 -5.11611 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 6.24057 2.91719 -5.57349 -5.29456 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.47797 4.08703 -5.42943 -5.73326 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 6.42542 4.99588 -5.75936 -5.06024 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.37948 6.39111 -5.56276 -5.59595 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 7.51802 6.65346 -5.19172 -5.00309 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 6.71048 4.35859 -5.77392 -5.56113 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 6.57286 5.27353 -5.1251 -5.17773 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.92901 2.25556 -5.49381 -5.13537 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 6.7553 2.98675 -5.52704 -5.50833 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.11783 5.56503 -5.88987 -5.97982 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 6.99259 4.75681 -5.77385 -5.09539 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.19347 5.97687 -5.5547 -5.50416 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.49622 7.32831 -5.35781 -5.76585 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 7.31983 5.12819 -5.51756 -5.51216 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.00092 7.91072 -5.58139 -5.63064 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 6.13997 4.6409 -5.28335 -5.48698 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 7.53071 7.1845 -5.85957 -5.68685 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.47409 5.1213 -5.29508 -5.07863 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.05542 6.64589 -5.48281 -5.62903 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.07916 7.71467 -5.70814 -5.42452 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.5113 6.64142 -5.02673 -5.60989 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 7.36339 6.06457 -5.70843 -5.11937 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 7.46524 5.84455 -5.83109 -5.0999 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.33408 6.55288 -5.90866 -5.07921 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.9159 3.32755 -5.31603 -5.22134 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 7.08462 3.80101 -5.01671 -5.92657 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.26022 6.05047 -5.22931 -5.54482 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.22501 7.37452 -5.31636 -5.7493 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 7.86687 3.59808 -5.61499 -5.28691 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.52337 6.66531 -5.90315 -5.84439 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.89981 4.89174 -5.01575 -5.79139 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.04512 5.95715 -5.29062 -5.72437 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.46535 5.31535 -5.04342 -5.68855 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.0232 5.51168 -5.42877 -5.38145 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.05041 4.98855 -5.28261 -5.85905 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.07488 2.58796 -5.86433 -5.85052 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.41254 7.36905 -5.20411 -5.9103 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 7.12308 4.90129 -5.27516 -5.95079 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 7.1097 3.6744 -5.35484 -5.47514 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.93602 4.89993 -5.98173 -5.29 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 6.0136 6.90863 -5.44336 -5.53704 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 7.95957 3.41613 -5.12982 -5.94003 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 7.59757 7.99719 -5.93949 -5.11745 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.0847 3.87462 -5.14332 -5.15187 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.04587 4.16748 -5.39451 -5.74486 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.31927 6.46621 -5.01313 -5.27788 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.40293 2.85617 -5.19587 -5.98697 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.81167 6.49398 -5.72672 -5.85484 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.0365 5.02977 -5.75528 -5.56833 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.26424 6.6937 -5.99323 -5.6504 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.7098 4.90142 -5.63277 -5.25821 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.27319 4.16286 -5.58356 -5.28471 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.25868 3.2639 -5.34599 -5.74275 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.41318 4.9258 -5.56538 -5.23866 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 7.31818 7.9211 -5.5727 -5.01257 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.9641 6.82393 -5.40633 -5.42323 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 6.54345 4.94458 -5.95255 -5.32893 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.57901 3.60322 -5.5254 -5.70388 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.5878 5.90774 -5.50392 -5.9958 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 7.366 6.01827 -5.37853 -5.92211 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.02527 3.91762 -5.85025 -5.709 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.44079 3.7843 -5.66903 -5.30887 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 6.09701 7.23206 -5.74033 -5.63502 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.55098 6.17819 -5.15494 -5.28458 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.68109 7.63116 -5.9669 -5.73221 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.17786 2.49735 -5.91419 -5.37804 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.67031 7.43682 -5.06715 -5.2137 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.83499 4.57191 -5.9456 -5.10373 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 6.23906 5.95756 -5.66468 -5.55241 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.19258 2.94615 -5.15911 -5.99728 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.50459 7.30538 -5.21735 -5.54329 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.65074 6.3519 -5.3153 -5.11133 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 6.94825 6.58493 -5.09335 -5.04899 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.06475 3.39928 -5.14 -5.47831 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 6.72523 5.06691 -5.58885 -5.45114 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.89175 5.83975 -5.77235 -5.7719 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 7.7738 4.35762 -5.21428 -5.87567 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.1146 3.48295 -5.08859 -5.24712 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.26316 4.22772 -5.15057 -5.2694 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.78455 6.07722 -5.04704 -5.93411 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 6.68138 2.3395 -5.7865 -5.62689 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 6.85199 2.37639 -5.49568 -5.71156 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.7261 3.11584 -5.2402 -5.19021 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 7.9759 6.08876 -5.40799 -5.52207 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.40958 3.53749 -5.64418 -5.44867 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.75113 3.3673 -5.07893 -5.88445 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.28697 7.73716 -5.27583 -5.20143 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.73587 6.02118 -5.35473 -5.19007 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.81999 2.508 -5.849 -5.62784 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.79009 4.99781 -5.54465 -5.15335 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 6.06117 6.97006 -5.27773 -5.54495 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 6.49519 5.55851 -5.41293 -5.72437 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.30981 3.66995 -5.19685 -5.77438 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.80471 2.21064 -5.81315 -5.36922 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.04977 6.90588 -5.10855 -5.68701 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.0049 7.42458 -5.72773 -5.43555 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 6.78893 3.35725 -5.42778 -5.4577 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 6.47867 3.1604 -5.06648 -5.55855 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.24469 7.03085 -5.54328 -5.15085 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.58365 7.94199 -5.86497 -5.32356 | kickE, kickI 5000 5000
